,PortfolioValue_min,PortfolioValue_max,PortfolioValue_mean,PortfolioValue_std,PortfolioValue_end,PortfolioValue_1st,PortfolioValue_median,PortfolioValue_3rd,CumulativeProfit_min,CumulativeProfit_max,CumulativeProfit_mean,CumulativeProfit_std,CumulativeProfit_end,CumulativeProfit_1st,CumulativeProfit_median,CumulativeProfit_3rd
0,9676.727031250008,10324.738808593764,10000.87999229754,152.5156659939673,10095.843769531255,9914.010351562512,9999.75076171875,10045.176816406252,-399.7695703124999,95.84376953125002,-165.8894261663732,193.65246536796573,95.84376953125002,-388.7947656249999,0.0,0.0
1,9753.059589843764,10359.04449218752,10024.283154984607,150.91666532040452,10108.293222656263,9922.62607421876,10003.632910156255,10080.396171875014,-343.12339843750004,108.29322265625002,-142.1626815580986,166.2277405427953,108.29322265625002,-332.14859375000003,0.0,0.0
2,9711.118378906249,10289.982519531253,10001.883278957599,133.42835509017064,10056.574433593745,9928.572343749998,9999.954570312499,10050.985800781247,-356.52080078125,56.574433593750015,-151.78877310739435,176.7538688788869,56.574433593750015,-356.52080078125,0.0,0.0
3,9708.869296875018,10295.807343750022,10009.3522474692,136.93757132658854,10044.303867187513,9936.465253906257,10002.206738281251,10051.076152343752,-396.1019531250001,44.30386718749998,-164.572030608128,191.54586449624878,44.30386718749998,-385.12714843750007,0.0,0.0
4,9679.463613281256,10244.96552734375,9984.033445936037,122.67420887859711,10037.155351562504,9925.051503906252,9998.8282421875,10043.62251953125,-398.4652734375001,37.155351562499995,-165.60772382995896,192.67344000024127,37.155351562499995,-387.4904687500001,0.0,0.0
5,9707.205566406263,10308.766835937518,10012.137606275683,135.26626516492553,10075.588144531259,9947.00781250001,10003.134082031253,10037.13638671875,-363.60218750000007,75.58814453124994,-154.46056558098596,180.09075413412123,75.58814453124994,-363.60218750000007,0.0,0.0
6,9740.679453125023,10343.967148437532,10025.424661733436,139.3164406500337,10080.868593750021,9953.548730468778,10002.296835937499,10046.331093750001,-355.7430859375001,80.86859375,-151.34245286825123,176.51132075097289,80.86859375,-355.7430859375001,0.0,0.0
7,9810.8076171875,10367.619277343743,10058.22289236722,150.91498969326545,10254.92486328124,9944.961191406248,10022.900234374994,10143.337441406242,-316.60804687500007,254.92486328124986,-133.79683410357987,158.67950795874492,254.92486328124986,-316.60804687500007,0.0,0.0
8,9804.411718750003,10303.440878906255,10035.9830836451,130.31525658587506,10201.6335546875,9952.807714843748,10017.47662109375,10087.314746093754,-325.01246093750007,201.63355468749995,-137.646434859155,162.26579838683583,201.63355468749995,-325.01246093750007,0.0,0.0
9,9784.328105468763,10334.680546875019,10040.909118617963,131.673441977346,10062.71167968751,9965.647382812502,10016.656308593749,10082.187773437516,-338.4190234375001,62.71167968750003,-140.10481138130865,163.32714612017807,62.71167968750003,-327.44421875000006,0.0,0.0
10,9826.47140625,10381.509921875,10074.227645796655,150.48644604922686,10297.806503906246,9957.68767578125,10036.956953124998,10172.280742187499,-275.32197265624995,297.80650390624993,-111.77349132555749,134.2557275869603,297.80650390624993,-264.34716796874994,0.0,0.0
11,9824.441308593745,10337.872441406244,10047.727493397882,142.66755339696627,10225.74023437499,9940.367499999997,10017.2871484375,10124.565410156243,-313.18472656250003,225.74023437500003,-128.28776298415494,151.95118745438154,225.74023437500003,-302.209921875,0.0,0.0
12,9850.65615234376,10365.960703125005,10068.189119810011,144.39182820498658,10291.136191406253,9960.401328125,10023.600625000005,10153.912421875004,-302.19384765625006,291.13619140624996,-127.20663118031105,151.75545567533183,291.13619140624996,-302.19384765625006,0.0,0.0
